s2v_0,s2v_1,s2v_2,s2v_3,s2v_4,s2v_5,s2v_6,s2v_7,s2v_8,s2v_9,s2v_10,s2v_11,s2v_12,s2v_13,s2v_14,s2v_15,s2v_16,s2v_17,s2v_18,s2v_19,s2v_20,s2v_21,s2v_22,s2v_23,s2v_24,s2v_25,s2v_26,s2v_27,s2v_28,s2v_29,s2v_30,s2v_31,s2v_32,s2v_33,s2v_34,s2v_35,s2v_36,s2v_37,s2v_38,s2v_39,s2v_40,s2v_41,s2v_42,s2v_43,s2v_44,s2v_45,s2v_46,s2v_47,s2v_48,s2v_49
0.404265737796,0.587665049805,0.53153449413,0.699162309397,0.523040053353,0.411920280328,0.444651959711,0.220722949988,0.559008575194,0.107369238496,0.771804425341,0.309292126362,0.517295459272,0.459985762638,0.453874649252,0.782446190495,0.29487910312,0.62537732086,0.684621821719,0.497785692984,0.608813058911,0.839325113508,0.516407307364,0.629253633536,0.80532230563,0.209998712974,0.747597847629,0.283675765374,0.261199206301,0.51442102972,0.117107460391,0.691129574738,0.643438552247,0.637073146434,0.724519666282,0.586026673032,0.367425511984,0.597772988244,0.703946490169,0.656402757387,0.226827409349,0.707457615694,0.745374232556,0.570941393028,0.559731908993,0.971272107943,0.502398573057,0.310050643948,0.364189796072,0.583683627054
0.554124748491,0.374385654217,0.769303862382,0.683641397774,0.665209571392,0.328081257809,0.892861855228,0.47006412836,0.583944383987,0.35831008414,0.284503062588,0.640383745631,0.656440582206,0.583274630544,0.301826246992,0.681698839617,0.190742567263,0.590055335943,0.399525203621,0.400260777771,0.22099463577,0.604188635081,0.710233773952,0.228073903221,0.846001399624,0.517445481888,0.418143144794,0.451728098178,0.566478520831,0.355426043306,0.662487250544,0.510343944199,0.339261525603,0.487539952016,0.182151137765,0.671705525996,0.565904574748,0.485322721431,0.430374077555,0.303161033513,0.696648853818,0.573949459805,0.702324624932,0.518785304795,0.664030870117,0.771904671699,0.54885952161,0.335034084869,0.489949604223,0.447919517144
0.386479089591,0.562649982601,0.631648372269,0.550044017403,0.376739658402,0.405664578516,0.431421931795,0.664142190495,0.723110856233,0.18803675032,0.504901170885,0.438249845816,0.501147196214,0.443646716392,0.425106540149,0.472288143708,0.571510579229,0.473330830765,0.312071779725,0.25120012617,0.467877570377,0.713513261646,0.431377201118,0.416651749664,0.590311599328,0.110035799057,0.356890832368,0.410868291402,0.377776133801,0.528654344234,0.489025240591,0.607337968711,0.569510215838,0.507964833924,0.528011366193,0.767794615957,0.635547515443,0.435654828541,0.811142697331,0.31401619529,0.131771506246,0.623818824345,0.432566839589,0.629340794547,0.518694863015,0.558099765675,0.381379774247,0.570071551393,0.605424514736,0.56748357203
0.46377115741,0.120306645581,0.381090709733,0.879025302863,0.946963621267,0.17212298275,0.832006881215,0.931987029358,0.711769366714,0.496392964104,0.62924654159,0.632107517303,0.353398004866,0.436853301265,0.505322016241,0.508037850475,0.480823322662,0.995706298195,0.395798604135,0.553412551017,0.37642317209,0.603066566815,0.587412719932,0.557268121703,0.728142450955,0.657735811658,0.612280863798,0.310353588622,0.648475777017,0.644679688471,0.608799112698,0.70110339072,0.502135963044,0.464715541646,0.341083421981,0.513119702365,0.742443774117,0.301118397832,0.455643535675,0.223575369739,0.539209908605,0.493588591384,0.750373788051,0.394544064898,0.545513956345,0.481300315114,0.385009035363,0.574224369818,0.149964824721,0.857176417482
0.574673128376,0.0,0.663270252694,0.58773992239,0.597266895457,0.472903702073,0.77553883551,0.581259805257,0.34348368993,0.177289759809,0.165585376776,0.680133625711,0.381098388581,0.717230368331,0.269250734165,0.747035952973,0.620705008582,0.75069456941,0.3086784783,0.335185430973,0.423177027262,0.590288925232,0.451589527188,0.455881309167,0.469826301729,0.619415618398,0.515567741884,0.0186680542079,0.589478287175,0.513120446254,0.326281736895,0.865997868816,0.606210472168,0.390385282715,0.307770152961,0.352387987813,0.776313942529,0.280490521535,0.372592097675,0.269070818958,0.378063487859,0.398926430089,0.265273675713,0.350537618644,0.895183019517,0.70013424572,0.485068527317,0.327222096023,0.409504847109,0.59711993285
0.438152210756,0.590453526996,0.0571074032749,0.400545285593,0.241766348987,0.554557097325,0.491796051688,0.682055140225,0.796577174984,0.361448448739,0.677484406004,0.517213047351,0.277845307997,0.630262573394,0.269225777997,0.216763212596,0.295569929701,0.357109331072,0.157522184513,0.201298307249,0.494685553334,0.481281651308,0.458249778566,0.356667989481,0.515653905989,0.237545107574,0.273879941203,0.206510193271,0.187595632458,0.658488423816,0.664132326829,0.577368584837,0.848013967921,0.503535369468,0.536605203081,0.425538609087,0.726972286438,0.423023882845,0.214692442624,0.39255112882,0.640595054817,0.35753633399,0.515560807795,0.113646280923,0.541761913346,0.34485666761,0.279818047476,0.474236205608,0.615469158581,0.146867418959
0.308145287496,0.581474710665,0.762820259271,0.299958719698,0.487520463097,0.421195610877,0.473943669286,0.853664531276,0.681318617841,0.339961105076,0.606557722611,0.813651750839,0.74571471389,0.784508411382,0.3715501501,0.450450799256,0.504594442456,0.345422730188,0.839602864114,0.447173842004,0.451344102022,0.468921269679,0.325939202324,0.506484097434,0.350112888566,0.643515742751,0.667510443854,0.404111528311,0.824705018044,0.468383926953,0.569702006313,0.924812499804,0.377877183576,0.586018911313,0.744116755626,0.737391963909,0.705927148176,0.584671040317,0.859776317054,0.312090289978,0.275602622202,0.535845310925,0.249587149414,0.709721427543,0.877916506951,0.619899506007,0.689368503527,0.869120056812,0.537287565649,0.425326401955
0.447969537656,0.750457030141,0.837202093224,0.510028290262,0.385737280763,0.516823941875,0.63020471691,0.445562129192,0.394045276743,0.492699642541,0.334495192983,0.724309943123,0.400492103611,0.575497982421,0.408122733526,0.896359209624,0.58604200493,0.414535256573,0.437452682666,0.300388667914,0.256095684452,0.541162232685,0.708386504549,0.45726379168,0.679364358582,0.497153519792,0.719357877819,0.820450294618,0.605908208955,0.558687951244,0.740569309468,0.543305001367,0.291929339092,0.53963455839,0.430676240938,0.599848371637,0.537832454364,0.417088850427,0.465492406848,0.465102556734,0.894784476113,0.600738154541,0.828225420461,0.46845760994,0.428715379939,0.757506126258,0.534830865419,0.588273672866,0.476659100663,0.518367462846
0.138962448526,0.366871941642,0.662946003549,0.492127650125,0.506295501756,0.35445845397,0.427065393468,0.707965597139,0.812021574535,0.606964728337,0.646868834305,0.848932364832,0.507513021887,0.419542174004,0.445373217222,0.59854166501,0.989452638044,0.388002518231,0.570406403821,0.491337316825,0.462715490108,0.470635645586,0.388466656484,0.641460726471,0.414737951396,0.828781132466,0.686350813209,0.769517688806,0.888261003638,0.355575967663,0.395168099769,0.899226109835,0.499657912169,0.606998680027,0.839202074237,0.645169856253,0.929264196003,0.597909639536,0.712982047695,0.314239215385,0.631454262381,0.45271846935,0.308315201432,0.33740243135,0.493418635986,0.552727774419,0.920533073819,0.891359946952,0.388167390083,0.533013047227
0.711533357853,0.241806299445,0.646165535397,0.410457378174,0.381311206267,0.181622586473,0.959929079788,1.0,0.279079074004,0.371032426449,0.0435531076506,0.613737408346,0.602096977869,0.406491103507,0.354726062951,0.487559420081,0.839436749033,0.47837316706,0.364061676499,0.391229611322,0.372710972602,0.591860996185,0.301231500302,0.39155904477,0.552549757979,0.711490452464,0.821602877569,0.363298597927,0.558831586526,0.61026647299,0.737458878838,0.758868932176,0.344810023355,0.973887113244,0.0,0.167770039026,0.896060535747,0.539829202058,0.53870899057,0.283966675726,0.369683125275,0.392868090283,0.291481493787,0.350400267295,0.640114443907,0.573486989323,0.405930912314,0.623474855563,0.338589272204,0.701443537127
