0,420
1,10042
2,378
3,17350
4,3411
5,2592
6,410
7,10042
8,4552
9,2371
10,125
11,510
12,2468
13,703
14,438
15,21
16,346
17,2805
18,96
19,5306
20,980
21,
22,438
23,2683
24,64
25,17
26,879
27,36631
28,703
29,1910
30,2931
31,2592
32,2182
33,625
34,5306
35,231
36,11022
37,127
38,3411
39,1633
40,10970
41,252
42,64
43,778
44,78
45,181
46,1217
47,1386
48,59
49,44
50,5306
51,9046
52,2683
53,333
54,6375
55,1728
56,4464
57,5698
58,40
59,1082
60,54
61,169
62,93
63,8523
64,510
65,1020
66,220
67,216
68,5625
69,955
70,234
71,5306
72,216
73,3862
74,1864
75,87
76,239
77,593
78,82
79,625
80,2683
81,416
82,336
83,943
84,260
85,460
86,323
87,113
88,169
89,701
90,1257
91,44
92,6375
93,1277
94,
95,109
96,214
97,270
98,1728
99,120
100,15250
101,17350
102,1382
103,427
104,703
105,981
106,1063
107,545
108,785
109,5306
110,96
111,360
112,727
113,6274
114,942
115,372
116,8613
117,1382
118,2497
119,3411
120,5306
121,2642
122,372
123,624
124,740
125,62
126,189
127,38420
128,92
129,11408
130,2371
131,1443
132,153
133,3604
134,610
135,819
136,1503
137,23
138,6274
139,4883
140,412
141,412
142,1393
143,136
144,2592
145,38420
146,9046
147,50
148,234
149,542
150,3620
151,8613
152,5698
153,1510
154,62
155,4870
156,1825
157,991
158,5306
159,82
160,11408
161,206
162,187
163,339
164,38420
165,345
166,5819
167,535
168,615
169,725
170,536
171,725
172,1022
173,603
174,462
175,4134
176,4883
177,5306
178,758
179,296
180,1179
181,603
182,3363
183,10042
184,33
185,2810
186,758
187,727
188,512
189,1443
190,45
191,1063
192,40
193,9046
194,904
195,2682
196,2182
197,345
198,180
199,6842
200,172
201,510
202,554
203,315
204,535
205,2683
206,356
207,778
208,2497
209,176
210,259
211,593
212,178
213,510
214,64
215,422
216,5819
217,814
218,221
219,10970
220,221
221,198
222,127
223,345
224,3152
225,4464
226,49
227,785
228,2769
229,67
230,438
231,187
232,1063
233,208
234,208
235,758
236,1393
237,141
238,1196
239,1864
240,378
241,610
