s2v_0,s2v_1,s2v_2,s2v_3,s2v_4,s2v_5,s2v_6,s2v_7,s2v_8,s2v_9,s2v_10,s2v_11,s2v_12,s2v_13,s2v_14,s2v_15,s2v_16,s2v_17,s2v_18,s2v_19,s2v_20,s2v_21,s2v_22,s2v_23,s2v_24,s2v_25,s2v_26,s2v_27,s2v_28,s2v_29,s2v_30,s2v_31,s2v_32,s2v_33,s2v_34,s2v_35,s2v_36,s2v_37,s2v_38,s2v_39,s2v_40,s2v_41,s2v_42,s2v_43,s2v_44,s2v_45,s2v_46,s2v_47,s2v_48,s2v_49
0.631068151927,0.218847886808,0.36066567706,0.306437349174,0.484417578898,0.24792754373,0.187091271947,0.559784624817,0.429694297281,0.325414716491,0.696125991316,0.394202232274,0.707452715656,0.358683975283,0.516335698352,0.593150601618,0.54515475692,0.544694967199,0.622959811413,0.495224662091,0.179492478886,0.451708024149,0.646362834041,0.690746035637,0.616562397102,0.44089124717,0.425808067683,0.512440736615,0.792647067403,0.534057119527,0.322915322477,0.801844579601,0.224543665334,0.598101329623,0.571758453395,0.759045164332,0.345820041157,0.251745704509,0.27942072535,0.754665630759,0.666264563871,0.439900126482,0.556065311096,0.422711608778,0.442827230479,0.433529516573,0.449295026589,0.644151659625,0.436598637639,0.340539535898
0.324519564344,0.405288657509,0.682698254002,0.37384468838,0.38194879088,0.593637603675,0.38364640732,0.743758879038,0.529990002158,0.572078032151,0.263428081164,0.721080931201,0.577665249915,0.470622698403,0.64788125258,0.589617677436,0.370932831901,0.40527214353,0.661997954878,0.702879377348,0.612504303548,0.458740967237,0.461375793366,0.403962152691,0.670243270846,0.547605370252,0.268707781384,0.583360992254,0.723341337398,0.266476607571,0.45401348175,0.67880851421,0.45993393955,0.528562808359,0.763577557035,0.627244926989,0.794230821075,0.586944145517,0.321420833177,0.823479030964,0.606755147253,0.510961245781,0.766324909237,0.309189704036,0.484016535303,0.468517762821,0.698788890613,0.33794350069,0.509845787944,0.375502314562
0.238346311553,0.932593964496,0.302327014672,0.42326434712,0.346073895526,0.285661874226,1.0,0.760464888811,0.43547396213,0.351201771403,0.366392624598,0.905529551499,0.639931146318,0.611862361578,0.667736318828,0.478678645086,0.534237469012,0.569523328421,0.550424934697,0.386236997218,0.264911527558,0.516325172366,0.223678331359,0.606436011606,0.848982883421,0.478736211251,0.693762721104,0.516096208106,0.691243675024,0.473463331712,0.283943589546,0.534702623883,0.681710248423,0.434408524512,0.425296423915,0.320096410724,0.757097797468,0.415681716504,0.522564307054,0.169748723036,0.420149348616,0.385772509875,0.284858016451,0.507070022414,0.363377102142,0.563042641117,0.737650234579,0.46584885335,0.816649676098,0.115624535353
0.58991751329,0.421152988617,0.429394152333,0.562147268344,0.375927328986,0.362128220003,0.442829369615,0.603299214768,0.444418435326,0.369829875597,0.461201766242,0.543369225534,0.780117825405,0.321104193109,0.558154808864,0.387909210473,0.456900679704,0.633200200442,0.400570076385,0.561958586534,0.568775475941,0.372374133435,0.537669438517,0.53367950346,0.620172672631,0.363003624658,0.530632997157,0.57304683613,0.715412145453,0.262641675483,0.478567056439,0.73879810008,0.526759411502,0.649733855136,0.579324773274,0.532413090368,0.629419218016,0.476803038181,0.395629653214,0.49941707074,0.741348612341,0.376444018001,0.461015876108,0.618781757278,0.352907296756,0.489506112526,0.80954819452,0.607475510549,0.488657007632,0.221698403101
0.465411948477,0.399248229317,0.609420153203,0.557525453514,0.389573022578,0.470534067094,0.355712191258,0.342108496322,0.252379951858,0.550557036172,0.269819495356,0.650189383823,0.524057278156,0.408054709266,0.696540678192,0.416523941453,0.420097613514,0.453882082168,0.499286405437,0.508481674493,0.466939720578,0.351402254312,0.593410746003,0.541347019394,0.420133606425,0.325343819107,0.644478358192,0.458904193135,0.677714415735,0.477750333716,0.443641893639,0.702224690468,0.420364061787,0.562778821498,0.635168118014,0.55085478659,0.570874333145,0.417715096994,0.248406755661,0.536405446839,0.365302527317,0.540428486584,0.576586512661,0.48196535942,0.351849487504,0.478638633921,0.508160520537,0.317031919708,0.467492068154,0.462785603124
0.661208282319,0.465317601228,0.329931342111,0.50780684315,0.712652680579,0.443854752983,0.548417473758,0.415442338591,0.519438917507,0.374356677371,0.496291650696,0.458590931543,0.726149196635,0.394565560163,0.714534142439,0.468461619498,0.773206140863,0.251809585298,0.379923040687,0.266129785674,0.469744464894,0.787630887727,0.423128857589,0.581036360421,0.0184386911705,0.450055612986,0.5030320987,0.594751759846,0.777734668993,0.217679326996,0.501138736973,0.695659982071,0.333705868536,0.640521815533,0.343542553722,0.831834920721,0.194959906303,0.5439952803,0.387820848638,0.259421325361,0.522342763205,0.527428725622,0.362494915177,0.269176436953,0.327589859406,0.466226787059,0.452664983195,0.487882883363,0.488774304539,0.537640137585
0.369498583469,0.476543824565,0.562906724512,0.305926403339,0.527198810474,0.492594973425,0.364471652542,0.202037094248,0.516173519678,0.563276931263,0.271446422363,0.56310823536,0.46398173965,0.676010226713,0.242738257546,0.432197830722,0.538062317012,0.27396223204,0.405044966199,0.625767925235,0.69841852587,0.379359707067,0.413083072212,0.714105737777,0.422108124097,0.827659936405,0.698472943395,0.594559805863,0.418454801481,0.512008038744,0.661894213599,0.479688786363,0.405355855786,0.617325273424,0.507289665474,0.417926772734,0.560978064539,0.312278575142,0.551948157635,0.442448626613,0.554445392419,0.710049421188,0.661698340581,0.5286218054,0.456745200847,0.652547029376,0.30713292411,0.321599931739,0.450203648411,0.46707026952
0.629310842391,0.556362283435,0.550795986932,0.513708580139,0.421632962307,0.239133911353,0.699050060124,0.505197107178,0.350946833758,0.620779850641,0.0673234499397,0.285339693541,0.708376730776,0.495360189314,0.538211796327,0.222509603407,0.513173681929,0.291465132644,0.199123604969,0.78207352968,0.614453120019,0.236982281455,0.250477486633,0.667104528175,0.658544616398,0.498614909514,0.30630403969,0.476644207837,0.0,0.555041701534,0.625126911834,0.290996364815,0.466517350802,0.445564900854,0.783780690235,0.323635022051,0.677888708165,0.367205542725,0.629753412061,0.274593672177,0.64076271038,0.589897883413,1.0,0.86049565246,0.175964228362,0.374331415566,0.591894019362,0.754671241789,0.521071483405,0.197161067772
0.20293241051,0.498676194202,0.452263961509,0.789208414749,0.645829901937,0.455963897294,0.355906489326,0.224008798224,0.634063923206,0.602035795342,0.437789918749,0.491410658909,0.737703698433,0.647783560637,0.331534116878,0.538791029652,0.375971807773,0.648446775433,0.382992221644,0.482624298921,0.67170411993,0.305995315161,0.657276403934,0.769576176851,0.48576539069,0.678484317138,0.669779595584,0.190429264315,0.726091363028,0.336254639053,0.596557931935,0.689201659819,0.704506485583,0.444600468572,0.485379111524,0.611622105326,0.486362751353,0.626440395149,0.668395118493,0.346975404131,0.760080312733,0.926476860559,0.412892438557,0.625387993932,0.594041937857,0.645758591159,0.387881005933,0.379854528574,0.316422711351,0.290617844434
0.655456194363,0.569495837631,0.500808049735,0.837547641863,0.599121259589,0.272785521289,0.684512667202,0.20935741712,0.611015770457,0.375020011866,0.382753268391,0.91386111933,0.649719560872,0.653638640504,0.664956262967,0.352125999303,0.404964412048,0.424040639524,0.296471690752,0.0907029636733,0.465719319423,0.560203025487,0.566620617329,0.514193243102,0.649385265343,0.517912615642,0.481253734604,0.562394353086,0.818429547419,0.129580423293,0.508800437867,0.854284653213,0.486885738155,0.470625136847,0.482566023039,0.757422639632,0.590363134767,0.454195031216,0.163516967989,0.341029109466,0.454248114947,0.33487290499,0.369594570077,0.564315239398,0.228454170426,0.258012380235,0.76957939553,0.800722633702,0.530793299009,0.20016454705
