topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49
0.015503875969,0.0387596899225,0.108527131783,0.0232558139535,0.015503875969,0.0077519379845,0.0077519379845,0.0232558139535,0.0077519379845,0.0077519379845,0.015503875969,0.0077519379845,0.0077519379845,0.015503875969,0.015503875969,0.0077519379845,0.0077519379845,0.0077519379845,0.0077519379845,0.0077519379845,0.0077519379845,0.031007751938,0.0077519379845,0.0077519379845,0.0077519379845,0.0077519379845,0.0077519379845,0.0077519379845,0.015503875969,0.015503875969,0.0077519379845,0.0077519379845,0.0077519379845,0.015503875969,0.015503875969,0.0077519379845,0.0387596899225,0.0387596899225,0.0077519379845,0.0232558139535,0.015503875969,0.031007751938,0.162790697674,0.0232558139535,0.0387596899225,0.0077519379845,0.0077519379845,0.0077519379845,0.0077519379845,0.0542635658915
0.00819672131148,0.0737704918033,0.00819672131148,0.016393442623,0.00819672131148,0.00819672131148,0.0327868852459,0.0245901639344,0.00819672131148,0.00819672131148,0.00819672131148,0.0409836065574,0.016393442623,0.0327868852459,0.016393442623,0.00819672131148,0.00819672131148,0.122950819672,0.0655737704918,0.0245901639344,0.00819672131148,0.0409836065574,0.0655737704918,0.00819672131148,0.00819672131148,0.00819672131148,0.016393442623,0.00819672131148,0.00819672131148,0.00819672131148,0.00819672131148,0.00819672131148,0.0409836065574,0.0245901639344,0.0245901639344,0.016393442623,0.00819672131148,0.00819672131148,0.00819672131148,0.00819672131148,0.0245901639344,0.00819672131148,0.00819672131148,0.00819672131148,0.00819672131148,0.00819672131148,0.00819672131148,0.00819672131148,0.016393442623,0.0245901639344
0.0153846153846,0.00769230769231,0.00769230769231,0.00769230769231,0.0769230769231,0.0769230769231,0.00769230769231,0.0153846153846,0.0307692307692,0.00769230769231,0.00769230769231,0.00769230769231,0.00769230769231,0.00769230769231,0.0153846153846,0.0615384615385,0.0230769230769,0.0769230769231,0.00769230769231,0.00769230769231,0.0230769230769,0.0153846153846,0.0230769230769,0.00769230769231,0.0153846153846,0.0230769230769,0.00769230769231,0.0230769230769,0.00769230769231,0.00769230769231,0.0230769230769,0.0230769230769,0.0153846153846,0.0153846153846,0.0153846153846,0.0153846153846,0.0384615384615,0.00769230769231,0.0153846153846,0.0307692307692,0.0153846153846,0.0384615384615,0.0230769230769,0.0461538461538,0.00769230769231,0.00769230769231,0.00769230769231,0.00769230769231,0.00769230769231,0.00769230769231
0.0260869565217,0.0521739130435,0.0173913043478,0.00869565217391,0.00869565217391,0.0695652173913,0.00869565217391,0.00869565217391,0.0260869565217,0.0695652173913,0.0173913043478,0.00869565217391,0.00869565217391,0.00869565217391,0.0173913043478,0.00869565217391,0.0173913043478,0.00869565217391,0.0434782608696,0.113043478261,0.0173913043478,0.0434782608696,0.0173913043478,0.0260869565217,0.00869565217391,0.0260869565217,0.0260869565217,0.00869565217391,0.00869565217391,0.0173913043478,0.0173913043478,0.00869565217391,0.0173913043478,0.0173913043478,0.00869565217391,0.00869565217391,0.00869565217391,0.0260869565217,0.0173913043478,0.00869565217391,0.00869565217391,0.00869565217391,0.00869565217391,0.0260869565217,0.00869565217391,0.00869565217391,0.00869565217391,0.00869565217391,0.00869565217391,0.0173913043478
0.0411764705882,0.0117647058824,0.0117647058824,0.0470588235294,0.00588235294118,0.0235294117647,0.00588235294118,0.0117647058824,0.0235294117647,0.00588235294118,0.0117647058824,0.00588235294118,0.0117647058824,0.00588235294118,0.0294117647059,0.00588235294118,0.00588235294118,0.00588235294118,0.00588235294118,0.0352941176471,0.00588235294118,0.0117647058824,0.00588235294118,0.00588235294118,0.00588235294118,0.00588235294118,0.0411764705882,0.00588235294118,0.00588235294118,0.0294117647059,0.0117647058824,0.00588235294118,0.00588235294118,0.00588235294118,0.00588235294118,0.0117647058824,0.00588235294118,0.00588235294118,0.0235294117647,0.0294117647059,0.0117647058824,0.117647058824,0.00588235294118,0.211764705882,0.00588235294118,0.00588235294118,0.0529411764706,0.0176470588235,0.0176470588235,0.00588235294118
0.010101010101,0.010101010101,0.010101010101,0.010101010101,0.010101010101,0.010101010101,0.020202020202,0.010101010101,0.020202020202,0.020202020202,0.010101010101,0.010101010101,0.0808080808081,0.040404040404,0.020202020202,0.010101010101,0.040404040404,0.010101010101,0.030303030303,0.010101010101,0.010101010101,0.0808080808081,0.010101010101,0.040404040404,0.020202020202,0.010101010101,0.020202020202,0.030303030303,0.010101010101,0.010101010101,0.020202020202,0.030303030303,0.010101010101,0.010101010101,0.010101010101,0.010101010101,0.010101010101,0.020202020202,0.030303030303,0.010101010101,0.020202020202,0.030303030303,0.010101010101,0.010101010101,0.030303030303,0.040404040404,0.010101010101,0.020202020202,0.020202020202,0.010101010101
0.00714285714286,0.00714285714286,0.00714285714286,0.157142857143,0.0142857142857,0.00714285714286,0.0571428571429,0.00714285714286,0.0357142857143,0.0142857142857,0.0214285714286,0.00714285714286,0.0142857142857,0.0142857142857,0.00714285714286,0.00714285714286,0.00714285714286,0.00714285714286,0.00714285714286,0.00714285714286,0.0214285714286,0.00714285714286,0.00714285714286,0.00714285714286,0.0142857142857,0.00714285714286,0.00714285714286,0.00714285714286,0.0285714285714,0.00714285714286,0.0142857142857,0.0142857142857,0.00714285714286,0.0357142857143,0.00714285714286,0.0857142857143,0.0142857142857,0.00714285714286,0.00714285714286,0.05,0.0357142857143,0.0214285714286,0.00714285714286,0.00714285714286,0.0142857142857,0.05,0.0142857142857,0.0214285714286,0.0214285714286,0.0357142857143
0.0336134453782,0.0168067226891,0.00840336134454,0.00840336134454,0.117647058824,0.00840336134454,0.00840336134454,0.0168067226891,0.00840336134454,0.0168067226891,0.00840336134454,0.00840336134454,0.00840336134454,0.00840336134454,0.00840336134454,0.0168067226891,0.0168067226891,0.0420168067227,0.0168067226891,0.0168067226891,0.0504201680672,0.0168067226891,0.00840336134454,0.0588235294118,0.00840336134454,0.00840336134454,0.00840336134454,0.00840336134454,0.00840336134454,0.00840336134454,0.0252100840336,0.0252100840336,0.00840336134454,0.00840336134454,0.00840336134454,0.00840336134454,0.0252100840336,0.00840336134454,0.0168067226891,0.00840336134454,0.142857142857,0.00840336134454,0.00840336134454,0.0252100840336,0.0252100840336,0.00840336134454,0.0168067226891,0.0168067226891,0.0168067226891,0.00840336134454
0.0141843971631,0.0141843971631,0.00709219858156,0.198581560284,0.00709219858156,0.00709219858156,0.0141843971631,0.0141843971631,0.00709219858156,0.00709219858156,0.00709219858156,0.0141843971631,0.0141843971631,0.0141843971631,0.0780141843972,0.00709219858156,0.00709219858156,0.0212765957447,0.0141843971631,0.0141843971631,0.00709219858156,0.0354609929078,0.0141843971631,0.0141843971631,0.0212765957447,0.0212765957447,0.0141843971631,0.00709219858156,0.00709219858156,0.00709219858156,0.0141843971631,0.00709219858156,0.00709219858156,0.00709219858156,0.00709219858156,0.00709219858156,0.00709219858156,0.00709219858156,0.0141843971631,0.106382978723,0.00709219858156,0.0141843971631,0.0425531914894,0.0141843971631,0.0354609929078,0.0425531914894,0.00709219858156,0.00709219858156,0.00709219858156,0.00709219858156
0.0340136054422,0.00680272108844,0.00680272108844,0.0204081632653,0.00680272108844,0.00680272108844,0.00680272108844,0.00680272108844,0.00680272108844,0.00680272108844,0.00680272108844,0.00680272108844,0.00680272108844,0.0272108843537,0.00680272108844,0.0136054421769,0.00680272108844,0.0408163265306,0.00680272108844,0.047619047619,0.0408163265306,0.0136054421769,0.00680272108844,0.0204081632653,0.00680272108844,0.00680272108844,0.0816326530612,0.115646258503,0.0136054421769,0.00680272108844,0.0340136054422,0.00680272108844,0.0952380952381,0.00680272108844,0.0136054421769,0.0272108843537,0.00680272108844,0.0136054421769,0.0136054421769,0.0204081632653,0.0204081632653,0.0204081632653,0.0340136054422,0.0408163265306,0.00680272108844,0.00680272108844,0.00680272108844,0.0136054421769,0.00680272108844,0.0136054421769
