topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49
0.0191516538083,0.00920305576071,0.0232534599529,0.0145339839881,0.0105929904514,0.580211186238,0.00838218760039,0.0455308910011,0.0287199937341,0.0602527775517,0.0344758808946,0.0340366242038,0.0095956297656,0.00852074128964,0.0224182190308,0.0370413468148,0.0495451740928,0.108900899819,0.0288912521815,0.0108676746053,0.0735561914672,0.0293356596934,0.0766826843857,0.0131600935829,0.00921752414001,0.463254978396,0.00948594674556,0.0119934082031,0.0087534116195,0.0128930006516,0.144022902397,0.0233406046844,0.042845592454,0.0073829305136,0.0780853426396,0.0128388798701,0.00879271948406,0.101827742772,0.0337355065094,0.142410714286,0.018505924877,0.385583803122,0.0168984267538,0.0766189759036,0.0416228631502,0.0704728739003,0.024478343052,0.0946148895087,0.0100060168246,0.0287938032073
0.0395810706828,0.00532082903672,0.0480583479228,0.0085463164255,0.00612443221523,0.00680390750992,0.00465606798029,0.00664196358532,0.0510126734683,0.0074738645101,0.00826719905836,0.0224332011377,0.00589678145853,0.00468963402002,0.016857012763,0.128694464141,0.102395910943,0.0539168338675,0.0214096245806,0.00716277645103,0.565731451122,0.00703459148541,0.00477045600386,0.0271982043698,0.663964199907,0.049203822973,0.0196047783856,0.00737028301887,0.00537921497573,0.0489648050096,0.156349616611,0.00440880822119,0.0606049983865,0.054576754261,0.0147495450627,0.0084619782733,0.0057951941283,0.043410679236,0.0174811039297,0.10443246481,0.00228361226963,0.0159441871628,0.00864239184034,0.273758105197,0.00998102111135,0.0323871705491,0.326725768013,0.0134718843231,0.0380006699743,0.0683742804526
0.00742256633481,0.0151665679431,0.0618490815976,0.0237316767022,0.00256539058094,0.216748662321,0.00168835128926,0.0438789167935,0.00404977036604,0.00373996732693,0.0191119776926,0.0518607132465,0.0152774532417,0.0144057285659,0.0124277173173,0.0143560371661,0.0192021193029,0.0159279806201,0.00298426366409,0.0535992795328,0.134555269733,0.0526400674381,0.00210847928524,0.274223113091,0.0150507461041,0.0355091543164,0.0360075691587,0.0345019035533,0.0476707669489,0.0205272837127,0.0487970238509,0.0431241549612,0.05841044441,0.00191881239744,0.00651910639285,0.0633212472806,0.0233866971167,0.120985526661,0.00453507246616,0.264031907179,0.000175535098319,0.12298528227,0.167149610038,0.0386302279459,0.0746882922046,0.041680932462,0.164753372138,0.0470477022316,0.0802001227627,0.281779654629
0.0229371853797,0.0114539849721,0.0731056144484,0.0180056554753,0.0131838768116,0.0135462840302,0.0105426053437,0.0166658738464,0.114195583596,0.041643723149,0.0150226817175,0.0407643312102,0.0117402355021,0.0107420312549,0.0415166337115,0.0443629697525,0.0593383137673,0.0122401450422,0.0118734350102,0.0130157880653,0.193342080261,0.0335550013854,0.0100505507858,0.0157613284548,0.401637322558,0.2236071519,0.0113609467456,0.0146739130435,0.0107097831378,0.0441468666188,0.100684931507,0.0092886195567,0.0101567270023,0.00914646000263,0.031074817921,0.24025974026,0.010530695616,0.0642932499651,0.0431598683978,0.272836438923,0.0215751715736,0.499211885818,0.0216853059028,0.0888797425728,0.0476094707012,0.0797653958944,0.0838161863919,0.185547046258,0.0122423433197,0.0114587726925
0.0589358235451,0.0110751303513,0.071558405677,0.0510196307489,0.0127478038936,0.0131297969025,0.0101789847373,0.0160466812546,0.0121669571564,0.014422642129,0.0385999460796,0.169851380042,0.0113792762197,0.0103681652253,0.00949726914968,0.0431306650372,0.342019447409,0.0335027474252,0.0115083804438,0.0126542383968,0.0292999635351,0.0124277782909,0.00972439108479,0.0404978578353,0.011048697832,0.122930485508,0.0110453648915,0.0142227564103,0.0103805056173,0.0152895661149,0.0985540334855,0.0263196161117,0.104588652154,0.0088496397862,0.0300663803202,0.0149494949495,0.69985247948,0.0135552556605,0.0415736510122,0.0541717541718,0.0210585856733,0.0984648001127,0.0672062921031,0.0274872383306,0.0466018628556,0.0782013685239,0.029028404992,0.0330951320009,0.0118659464869,0.0110869134825
0.020231892346,0.564813932434,0.612161260771,0.0155246594745,0.0113323252688,0.011777893121,0.028726568086,0.0140368020752,0.0110385700007,0.0377586867822,0.081170941538,0.0359564413396,0.0102076140329,0.00915460815318,0.00861647402693,0.0391306436829,0.231192119668,0.0106422632045,0.0499347895438,0.0114806598358,0.0767077305226,0.030539690201,0.00866568721669,0.0376555931834,0.00984581540678,0.0692430293371,0.0271425844627,0.0127583165323,0.0271763146266,0.0137152826434,0.14944211224,0.0570707018126,0.00875723343163,0.00788617093851,0.0815048305224,0.0135630498534,0.00928866800806,0.0821444797819,0.208542218956,0.249231950845,0.0333951985537,0.0295022801667,0.061975861916,0.0801177058464,0.0159978060152,0.0448396556617,0.0260395079992,0.0289014540698,0.0106441745093,0.00987987048237
0.0169517519686,0.0078949638271,0.058570886793,0.0125164769756,0.0305010644769,0.00963373707135,0.00712669497586,0.132472967145,0.00924891737956,0.0105823375012,0.0111025293715,0.0301269236134,0.00834932603887,0.0072298737354,0.0471941982615,0.153813216295,0.205735029485,0.0271848111833,0.0263703647087,0.00961933242052,0.021498287216,0.00944718495731,0.135117321381,0.0331476843872,0.00793801126828,0.0194062126757,0.0083963201313,0.032590100365,0.153141538638,0.0588507613183,0.289946005399,0.0212590525723,0.266029098964,0.00635808322491,0.170161917818,0.0113641103422,0.00778272212496,0.0521752618412,0.106151223771,0.038616614529,0.0420896649342,0.190901551649,0.409753109971,0.0694938251442,0.0134041262662,0.0138707536871,0.24738306956,0.0856932114126,0.00870641102876,0.00796546755936
0.0140509248187,0.00617009205005,0.0515266629745,0.140021732524,0.00710195916115,0.00773752978545,0.00547118152248,0.00802998246555,0.0231540532829,0.0084994173091,0.0463862606012,0.0754207618003,0.00670592921893,0.038841405895,0.00598408822487,0.0271759914047,0.183221780093,0.00699147357542,0.0718390871021,0.00797324765589,0.0586750832122,0.0394702476088,0.0055015949562,0.00965511842431,0.00625082431747,0.0155864902155,0.00695952035738,0.00838162251656,0.196831175793,0.0306183508725,0.0234963258641,0.0185142833414,0.00555971500852,0.507527260359,0.0619390190607,0.00941945471747,0.0194835303822,0.0271452813547,0.0210368630071,0.0301797540208,0.00286261708351,0.0184890553293,0.0463439518296,0.0141284152694,0.0111103778994,0.0114971548426,0.140180309435,0.649538015177,0.0237623298293,0.138811932854
0.125058942645,0.010012489342,0.151843446193,0.0157823961865,0.059226795393,0.0119616013004,0.00915907328042,0.0143099215456,0.0111919048407,0.0131394183875,0.0134349186091,0.0364559059603,0.010366829452,0.0297681646913,0.0087361639565,0.107075257279,0.05306678467,0.0313916321444,0.130284671084,0.0314151388771,0.0775276431224,0.0114318239331,0.0266488975198,0.0859344788213,0.0302780517244,0.115870841218,0.0101601962765,0.0129573170732,0.117516167165,0.0139292096657,0.0343022608308,0.0246286473193,0.00890261894259,0.0404863311473,0.0272378358301,0.0137514518002,0.47339971603,0.0123492057752,0.0371245046869,0.251684088269,0.00548226081456,0.0300030320338,0.0186197872983,0.0245931461036,0.0162200287329,0.159359130248,0.0264456647334,0.170799734172,0.0108101992728,0.0100438937472
0.0406179324433,0.00562909517858,0.0493172795882,0.00902176397389,0.00647925569801,0.0430648092065,0.0206330771702,0.00714578774617,0.022161243392,0.00784612045397,0.00860674473397,0.0233545647558,0.0217568555891,0.0211168135781,0.00559660503463,0.0785594256034,0.105078263963,0.055141679054,0.0062607210513,0.709089287307,0.0159395928387,0.0226363104584,0.0050358453832,0.160075992119,0.0217027993129,0.0143884545538,0.00650887573964,0.0271935096154,0.0198472343316,0.00831773931253,0.0219748858447,0.00465407845877,0.00508904515516,0.0173832210086,0.233014447481,0.00880952380952,0.0438778984,0.0259172669847,0.155583025599,0.187362637363,0.00249377988236,0.114784175062,0.00929795788805,0.0126550156671,0.010390955907,0.010752688172,0.0555014926432,0.850263231726,0.0551515822629,0.0217778657692
